Index	Visited	Standard	Reference Number	Title	URL	Image Path	Image Downloaded
2479	True	ISO 14617-8	2173	Closed flow path of a leak-free valve	https://www.iso.org/obp/ui/#iso:grs:14617-8:8.6.3.3:2173	https://www.iso.org/obp/graphics/grs/0c54af15-c49b-49b2-81a0-7fc6b977908b_	True
2480	False	ISO 7000	2174	Seat, swivel	iso.org/obp/ui/#iso:grs:7000:2174	https://www.iso.org/obp/graphics/grs/dc6756eb-fc18-4363-862f-a7fbd4a665a8_	True
2481	True	ISO 14617-8	2174	Flow to open air	https://www.iso.org/obp/ui/#iso:grs:14617-8:8.6.3.4:2174	https://www.iso.org/obp/graphics/grs/7c5a0eba-9023-4290-bd05-b794655d21c5_	True
2482	False	ISO 7000	2175	Seat, weight adjustment	iso.org/obp/ui/#iso:grs:7000:2175	https://www.iso.org/obp/graphics/grs/695c5685-dc4e-420d-b006-8d40bf9a625a_	False
2483	True	ISO 14617-8	2175	Infinite number of intermediate positions of a valve	https://www.iso.org/obp/ui/#iso:grs:14617-8:8.6.3.5:2175	https://www.iso.org/obp/graphics/grs/04d3c012-8428-4161-8468-3946f24b3656_	True
2484	False	ISO 7000	2176	Tyre	iso.org/obp/ui/#iso:grs:7000:2176	https://www.iso.org/obp/graphics/grs/5068763f-cc97-4217-a33d-755e4148a599_	False
2485	True	ISO 14617-8	2176	Transitory position	https://www.iso.org/obp/ui/#iso:grs:14617-8:8.6.3.6:2176	https://www.iso.org/obp/graphics/grs/ff600ab3-407e-485f-a984-73ca320e269d_	True
2486	False	ISO 7000	2177	Work distance travelled	iso.org/obp/ui/#iso:grs:7000:2177	https://www.iso.org/obp/graphics/grs/307c9c07-3610-434b-8b10-846133c46195_	True
2487	True	ISO 14617-8	2177	Affected area	https://www.iso.org/obp/ui/#iso:grs:14617-8:8.6.3.7:2177	https://www.iso.org/obp/graphics/grs/2310e5bc-24e0-41eb-ac8c-b89a665b813a_	True
2488	False	ISO 7000	2178	Rockshaft, upper limit	iso.org/obp/ui/#iso:grs:7000:2178	https://www.iso.org/obp/graphics/grs/faf6528c-984b-4674-8edb-474b8a923dd7_	False
2489	False	ISO 7000	2179	Tractor ground speed	iso.org/obp/ui/#iso:grs:7000:2179	https://www.iso.org/obp/graphics/grs/82503f4f-04dc-4919-ba51-f3726e42a35d_	True
2490	False	ISO 7000	2180	Tractor with front PTO (side view of machine)	iso.org/obp/ui/#iso:grs:7000:2180	https://www.iso.org/obp/graphics/grs/06aa7e6d-2fb3-4524-b51b-078c9a1b79ae_	False
2491	False	ISO 7000	2181	Tractor with rear PTO (side view of machine)	iso.org/obp/ui/#iso:grs:7000:2181	https://www.iso.org/obp/graphics/grs/cbb80601-693b-4634-a4b3-41b489376bd0_	False
2492	True	ISO 14617-8	2181	Self-operating release valve	https://www.iso.org/obp/ui/#iso:grs:14617-8:8.8.1.1:2181	https://www.iso.org/obp/graphics/grs/119fbef7-23dd-4165-9872-852420df7f9c_	True
2493	False	ISO 7000	2182	Tractor with front PTO (overhead view of machine)	iso.org/obp/ui/#iso:grs:7000:2182	https://www.iso.org/obp/graphics/grs/894ddd38-bffb-4398-9c41-e65d6ec0ab43_	True
2494	False	ISO 7000	2183	Tractor with rear PTO (overhead view of machine)	iso.org/obp/ui/#iso:grs:7000:2183	https://www.iso.org/obp/graphics/grs/8a2503d4-3cfc-4429-91cd-cd6a0749e5ec_	False
2495	False	ISO 7000	2184	Tractor with towed implement, implement width	iso.org/obp/ui/#iso:grs:7000:2184	https://www.iso.org/obp/graphics/grs/3a2edda6-4682-4f3e-8e9e-229915d5cb45_	False
2496	False	ISO 7000	2185	Header, lateral tilt	iso.org/obp/ui/#iso:grs:7000:2185	https://www.iso.org/obp/graphics/grs/b649d9fd-bc89-4500-918a-04da0f60bbe7_	False
2497	False	ISO 7000	2186	Header, lateral tilt, left	iso.org/obp/ui/#iso:grs:7000:2186	https://www.iso.org/obp/graphics/grs/b45464e9-e38d-4bf6-a2b9-fdd8f9d2fa77_	False
2498	False	ISO 7000	2187	Header, lateral tilt, right	iso.org/obp/ui/#iso:grs:7000:2187	https://www.iso.org/obp/graphics/grs/dc34133d-36ec-4700-b729-6aae82532b3c_	True
2499	False	ISO 7000	2188	Combine harvester, powered rear wheels	iso.org/obp/ui/#iso:grs:7000:2188	https://www.iso.org/obp/graphics/grs/9404cc14-bbea-4daa-8ced-4d99e0d821e0_	False
2500	False	ISO 7000	2189	Separator-drive oil	iso.org/obp/ui/#iso:grs:7000:2189	https://www.iso.org/obp/graphics/grs/5803f376-5f11-4265-890f-f10d5d2cf3e6_	True
2501	False	ISO 7000	2190	Separator-drive oil pressure	iso.org/obp/ui/#iso:grs:7000:2190	https://www.iso.org/obp/graphics/grs/0d553048-e889-4631-9aba-0802207cde8b_	True
2502	False	ISO 7000	2191	Separator-drive oil filter	iso.org/obp/ui/#iso:grs:7000:2191	https://www.iso.org/obp/graphics/grs/ee38312c-1759-47a4-9ea2-b6946e7516b6_	True
2503	False	ISO 7000	2192	Separator-drive oil temperature	iso.org/obp/ui/#iso:grs:7000:2192	https://www.iso.org/obp/graphics/grs/3d606dd9-aed1-4aad-8088-d239ab4136b0_	True
2504	False	ISO 7000	2193	Combine, beater	iso.org/obp/ui/#iso:grs:7000:2193	https://www.iso.org/obp/graphics/grs/a102eaf7-1722-404b-a6fe-d9259d67cf78_	True
2505	False	ISO 7000	2194	Cotton harvester, brush rolls	iso.org/obp/ui/#iso:grs:7000:2194	https://www.iso.org/obp/graphics/grs/39079e83-f424-4471-8a81-e605675b43bf_	True
2506	False	ISO 7000	2195	Combine, restricted crop flow	iso.org/obp/ui/#iso:grs:7000:2195	https://www.iso.org/obp/graphics/grs/a67d9ee3-12b6-43e8-84cf-457f268b893e_	True
2507	False	ISO 7000	2196	Combine harvester, ground speed	iso.org/obp/ui/#iso:grs:7000:2196	https://www.iso.org/obp/graphics/grs/b10ccde1-6f59-4a66-89d1-5ecf32b941f5_	True
2508	False	ISO 7000	2197	Cotton harvester ground speed	iso.org/obp/ui/#iso:grs:7000:2197	https://www.iso.org/obp/graphics/grs/a2adca07-212e-42e2-9fd5-4124993acbbd_	True
2509	False	ISO 7000	2198	Self-propelled forage harvester ground speed	iso.org/obp/ui/#iso:grs:7000:2198	https://www.iso.org/obp/graphics/grs/8fb28f73-b9ea-4934-bc2c-9c7332eae869_	True
2510	False	ISO 7000	2199	Cutterhead, forward rotation	iso.org/obp/ui/#iso:grs:7000:2199	https://www.iso.org/obp/graphics/grs/677d5530-f2a7-461b-bec0-311b6c8294f2_	True
2511	False	ISO 7000	2200	Loader bucket grapple	iso.org/obp/ui/#iso:grs:7000:2200	https://www.iso.org/obp/graphics/grs/39924766-7422-416a-b371-e250f6bcbb7d_	True
2512	False	ISO 7000	2201	Loader bucket grapple, open	iso.org/obp/ui/#iso:grs:7000:2201	https://www.iso.org/obp/graphics/grs/d4b685f5-9071-4b57-a21f-74a95f259008_	True
2513	False	ISO 7000	2202	Loader bucket grapple, close	iso.org/obp/ui/#iso:grs:7000:2202	https://www.iso.org/obp/graphics/grs/cedad62e-614b-487a-a307-b50b3fe6a0ef_	True
2514	False	ISO 7000	2203	Self-propelled sprayer (side view of machine)	iso.org/obp/ui/#iso:grs:7000:2203	https://www.iso.org/obp/graphics/grs/aefbdefe-3dc8-4279-ac31-c8aef8992820_	True
2515	False	ISO 7000	2204	Self-propelled sprayer, forward movement (side view of machine)	iso.org/obp/ui/#iso:grs:7000:2204	https://www.iso.org/obp/graphics/grs/9200b280-2a17-4a57-9a4d-b205c0bf727a_	True
2516	False	ISO 7000	2205	Self-propelled sprayer, rearward movement (side view of machine)	iso.org/obp/ui/#iso:grs:7000:2205	https://www.iso.org/obp/graphics/grs/dfab9f59-d166-47e5-9008-b381fbbba753_	True
2517	False	ISO 7000	2206	Self-propelled sprayer, centre frame	iso.org/obp/ui/#iso:grs:7000:2206	https://www.iso.org/obp/graphics/grs/fb9a6a24-8016-43a6-b7c6-bd9d3d7dac80_	True
2518	False	ISO 7000	2207	Self-propelled sprayer, centre frame, raise	iso.org/obp/ui/#iso:grs:7000:2207	https://www.iso.org/obp/graphics/grs/99dcd7d1-ef99-4338-8971-631cd0476304_	True
2519	False	ISO 7000	2208	Self-propelled sprayer, centre frame, lower	iso.org/obp/ui/#iso:grs:7000:2208	https://www.iso.org/obp/graphics/grs/edb953a1-1f53-4870-a341-9418bb34cfad_	True
2520	False	ISO 7000	2209	Sprayer, left boom, raise	iso.org/obp/ui/#iso:grs:7000:2209	https://www.iso.org/obp/graphics/grs/73b69fb5-20e0-4ee3-bb32-26900e6da389_	True
2521	False	ISO 7000	2210	Sprayer, left boom, lower	iso.org/obp/ui/#iso:grs:7000:2210	https://www.iso.org/obp/graphics/grs/6537e732-9010-4dc5-882f-669ffaeebd7e_	True
2522	False	ISO 7000	2211	Sprayer, right boom, raise	iso.org/obp/ui/#iso:grs:7000:2211	https://www.iso.org/obp/graphics/grs/ec6b94db-fe4e-4994-8f13-e0a635f33ac7_	True
2523	False	ISO 7000	2212	Sprayer, right boom, lower	iso.org/obp/ui/#iso:grs:7000:2212	https://www.iso.org/obp/graphics/grs/c02ac041-3325-4e45-a509-129836ae039e_	True
2524	False	ISO 7000	2213	Spray solution tank	iso.org/obp/ui/#iso:grs:7000:2213	https://www.iso.org/obp/graphics/grs/6fa81939-025e-43a9-a775-4c881176c359_	True
2525	False	ISO 7000	2214	Spray solution tank, pressure	iso.org/obp/ui/#iso:grs:7000:2214	https://www.iso.org/obp/graphics/grs/0cd1f5dc-8d21-4386-b5d7-703bdfff9d83_	True
2526	False	ISO 7000	2215	Spray solution tank, level	iso.org/obp/ui/#iso:grs:7000:2215	https://www.iso.org/obp/graphics/grs/4db1e021-4509-41b5-8b1d-74878c9e9cd3_	True
2527	False	ISO 7000	2216	Spray solution pump	iso.org/obp/ui/#iso:grs:7000:2216	https://www.iso.org/obp/graphics/grs/c60dee0e-d393-4601-a156-8ac8717b0b3e_	True
2528	False	ISO 7000	2217	Spray solution pump, pressure	iso.org/obp/ui/#iso:grs:7000:2217	https://www.iso.org/obp/graphics/grs/46fc00a8-e4a1-4333-b946-f7e5f010a01b_	True
2529	False	ISO 7000	2218	Spray nozzle, on; spray nozzle, continuous spray	iso.org/obp/ui/#iso:grs:7000:2218	https://www.iso.org/obp/graphics/grs/e1597faf-d3cf-44f4-8ceb-5ea8f40c20f7_	True
2530	False	ISO 7000	2219	Spray nozzle; spray nozzle, off	iso.org/obp/ui/#iso:grs:7000:2219	https://www.iso.org/obp/graphics/grs/3479f6f5-f7bb-482c-914b-3895070d2ab6_	True
2531	False	ISO 7000	2220	Telescoping jib (boom), luffing up (raise)	iso.org/obp/ui/#iso:grs:7000:2220	https://www.iso.org/obp/graphics/grs/eaf6bd26-7806-43e5-8a0f-f72f8a93a192_	True
2532	False	ISO 7000	2221	Telescoping jib (boom), luffing down (lower)	iso.org/obp/ui/#iso:grs:7000:2221	https://www.iso.org/obp/graphics/grs/08ec3d00-d6f9-4198-9fab-a500c393e5ed_	True
2533	False	ISO 7000	2222	Telescoping jib (boom), hoist load	iso.org/obp/ui/#iso:grs:7000:2222	https://www.iso.org/obp/graphics/grs/fd2738e1-db9c-448f-9400-f106b6558ef5_	True
2534	False	ISO 7000	2223	Telescoping jib (boom), lower load	iso.org/obp/ui/#iso:grs:7000:2223	https://www.iso.org/obp/graphics/grs/c87326ee-3f40-40b4-8339-1f37589b5046_	True
2535	False	ISO 7000	2224	Telescoping jib (boom), extend telescope	iso.org/obp/ui/#iso:grs:7000:2224	https://www.iso.org/obp/graphics/grs/8677f630-f534-4932-8a7c-a1024016fde3_	True
2536	False	ISO 7000	2225	Telescoping jib (boom), retract telescope	iso.org/obp/ui/#iso:grs:7000:2225	https://www.iso.org/obp/graphics/grs/6900ba78-ac6a-48c6-9d76-993dcfe84d0b_	True
2537	False	ISO 7000	2226	Telescoping jib (boom), slew left	iso.org/obp/ui/#iso:grs:7000:2226	https://www.iso.org/obp/graphics/grs/c6f2b3c4-411a-47ce-9769-63001baa260f_	True
2538	False	ISO 7000	2227	Telescoping jib (boom), slew right	iso.org/obp/ui/#iso:grs:7000:2227	https://www.iso.org/obp/graphics/grs/f20a515e-6864-466e-b680-915acc00c553_	True
2539	False	ISO 7000	2228	Telescoping jib (boom), slew lock	iso.org/obp/ui/#iso:grs:7000:2228	https://www.iso.org/obp/graphics/grs/c1a4daf5-876c-4e52-94dd-0175ad96cbc3_	True
2540	False	ISO 7000	2229	Telescoping jib (boom), slew brake	iso.org/obp/ui/#iso:grs:7000:2229	https://www.iso.org/obp/graphics/grs/437b494e-aa21-40cd-b82e-54ab58de02d7_	True
2541	False	ISO 7000	2230	Fixed length jib (boom), luffing up (raise)	iso.org/obp/ui/#iso:grs:7000:2230	https://www.iso.org/obp/graphics/grs/d22894f2-45f3-47ff-99ba-c35c229590eb_	True
2542	False	ISO 7000	2231	Fixed length jib (boom), luffing down (lower)	iso.org/obp/ui/#iso:grs:7000:2231	https://www.iso.org/obp/graphics/grs/bc0f4df9-a1f4-4785-8291-c1b8928ee754_	True
2543	False	ISO 7000	2232	Fixed length jib (boom), hoist load	iso.org/obp/ui/#iso:grs:7000:2232	https://www.iso.org/obp/graphics/grs/fd519f42-09a1-4a15-9a06-b7e9d77018fc_	True
2544	False	ISO 7000	2233	Fixed length jib (boom), lower load	iso.org/obp/ui/#iso:grs:7000:2233	https://www.iso.org/obp/graphics/grs/94bc4027-959d-4508-ba1e-f1ba628547a0_	True
2545	False	ISO 7000	2234	Fixed length jib (boom), slew left	iso.org/obp/ui/#iso:grs:7000:2234	https://www.iso.org/obp/graphics/grs/539b71e4-6dad-427d-bf99-95a1fa70b9fb_	True
2546	False	ISO 7000	2235	Fixed length jib (boom), slew right	iso.org/obp/ui/#iso:grs:7000:2235	https://www.iso.org/obp/graphics/grs/bec04d33-0571-4d88-973b-57a7ec3e8bf8_	True
2547	False	ISO 7000	2236	Fixed length jib (boom), slew lock	iso.org/obp/ui/#iso:grs:7000:2236	https://www.iso.org/obp/graphics/grs/90792b41-f7be-4e6a-b687-1536df40684e_	True
2548	False	ISO 7000	2237	Fixed length jib (boom), slew brake	iso.org/obp/ui/#iso:grs:7000:2237	https://www.iso.org/obp/graphics/grs/843371cb-258d-4886-8315-28504483e8cb_	True
2549	False	ISO 7000	2238	Four-wheel steering	iso.org/obp/ui/#iso:grs:7000:2238	https://www.iso.org/obp/graphics/grs/789a1a21-321c-4377-9245-6a4d8247be6c_	True
2550	False	ISO 7000	2239	Door(s) ajar	iso.org/obp/ui/#iso:grs:7000:2239	https://www.iso.org/obp/graphics/grs/16aa2110-eaac-4f93-99e3-ee7270331060_	True
2551	False	ISO 7000	2240	Rearward-moving-vehicle alarm, cancel	iso.org/obp/ui/#iso:grs:7000:2240	https://www.iso.org/obp/graphics/grs/0b57bdc8-6204-4296-898a-d5afb38f894c_	True
2552	False	ISO 7000	2241	Radar sensor	iso.org/obp/ui/#iso:grs:7000:2241	https://www.iso.org/obp/graphics/grs/f30a05cc-03ff-4384-9290-2668cd7c3647_	True
2553	False	ISO 7000	2242	Seat, ride-damping adjustment	iso.org/obp/ui/#iso:grs:7000:2242	https://www.iso.org/obp/graphics/grs/7ed080bb-5e03-4fb7-9569-965a91b5ae00_	True
2554	False	ISO 7000	2243	Grader blade (side view)	iso.org/obp/ui/#iso:grs:7000:2243	https://www.iso.org/obp/graphics/grs/655e01a4-be89-4bd4-b209-c7be1a9dc370_	True
2555	False	ISO 7000	2244	Grader blade, pitch forward	iso.org/obp/ui/#iso:grs:7000:2244	https://www.iso.org/obp/graphics/grs/840bd4c7-6cb1-4458-ae06-1cdeb92e3429_	True
2556	False	ISO 7000	2245	Grader blade, pitch rearward	iso.org/obp/ui/#iso:grs:7000:2245	https://www.iso.org/obp/graphics/grs/68bc0328-248e-413e-8176-a61717f655a2_	True
2557	False	ISO 7000	2246	Articulated grader (overhead view of machine)	iso.org/obp/ui/#iso:grs:7000:2246	https://www.iso.org/obp/graphics/grs/4d66cf35-906f-4d20-a803-efa4b139f3ab_	True
2558	False	ISO 7000	2247	Articulated grader, steer left	iso.org/obp/ui/#iso:grs:7000:2247	https://www.iso.org/obp/graphics/grs/99178799-6b78-4fd4-98f7-af8cd2a2aa76_	True
2559	False	ISO 7000	2248	Articulated grader, steer right	iso.org/obp/ui/#iso:grs:7000:2248	https://www.iso.org/obp/graphics/grs/e18eba04-d663-435c-b68b-c555a9643619_	True
2560	False	ISO 7000	2249	Excavator/backhoe, offset boom, swing left	iso.org/obp/ui/#iso:grs:7000:2249	https://www.iso.org/obp/graphics/grs/de938b15-7b17-4ba0-993e-c2e5cfe5d3c9_	True
2561	False	ISO 7000	2250	Excavator/backhoe, offset boom, swing right	iso.org/obp/ui/#iso:grs:7000:2250	https://www.iso.org/obp/graphics/grs/4342042d-65d3-4a3b-bbaa-d07e216097be_	True
2562	False	ISO 7000	2251	Ground-engaging equipment, ripper/scarifier, float	iso.org/obp/ui/#iso:grs:7000:2251	https://www.iso.org/obp/graphics/grs/683525c9-2285-4863-8fad-b9920fcbc23d_	True
2563	False	ISO 7000	2252	Ground-engaging equipment, ripper/scarifier, pitch in	iso.org/obp/ui/#iso:grs:7000:2252	https://www.iso.org/obp/graphics/grs/116d2bc8-2f8f-4bd6-aca4-bab78eeb513d_	True
2564	False	ISO 7000	2253	Ground-engaging equipment, ripper/scarifier, pitch out	iso.org/obp/ui/#iso:grs:7000:2253	https://www.iso.org/obp/graphics/grs/1faf875a-0b64-49e9-953c-42bac84f7981_	True
2565	False	ISO 7000	2254	Trencher, digging boom	iso.org/obp/ui/#iso:grs:7000:2254	https://www.iso.org/obp/graphics/grs/90330665-34ed-4155-b250-e8eeb2486821_	True
2566	False	ISO 7000	2255	Trencher, digging boom, raise	iso.org/obp/ui/#iso:grs:7000:2255	https://www.iso.org/obp/graphics/grs/83c50841-61f8-4669-a055-45cefba4b405_	True
2567	False	ISO 7000	2256	Trencher, digging boom, lower	iso.org/obp/ui/#iso:grs:7000:2256	https://www.iso.org/obp/graphics/grs/9d9710fa-b78c-4b29-9d79-87f8708e918e_	True
2568	False	ISO 7000	2257	Trencher, digging chain, forward rotation	iso.org/obp/ui/#iso:grs:7000:2257	https://www.iso.org/obp/graphics/grs/0e6b5c66-2b03-4e52-8a3d-4c96d1c4e6b5_	True
2569	False	ISO 7000	2258	Trencher, digging chain, reverse rotation	iso.org/obp/ui/#iso:grs:7000:2258	https://www.iso.org/obp/graphics/grs/33ff2ebf-3c1e-4832-98f9-40fdf9659dd1_	True
2570	False	ISO 7000	2259	Trencher, digging chain, disengage	iso.org/obp/ui/#iso:grs:7000:2259	https://www.iso.org/obp/graphics/grs/526dfc3c-2ec1-43d2-8a46-8506f5ef6ed0_	True
2571	False	ISO 7000	2260	Trencher, side shift	iso.org/obp/ui/#iso:grs:7000:2260	https://www.iso.org/obp/graphics/grs/0ac3437e-3b6b-4c6a-a29d-9b0cd368fbff_	True
2572	False	ISO 7000	2261	Trencher, side shift left	iso.org/obp/ui/#iso:grs:7000:2261	https://www.iso.org/obp/graphics/grs/552f52fc-2cfd-4fd1-b64d-04dfb41cf678_	True
2573	False	ISO 7000	2262	Trencher, side shift right	iso.org/obp/ui/#iso:grs:7000:2262	https://www.iso.org/obp/graphics/grs/db1b6688-d302-43c4-815f-c424110da1a1_	True
2574	False	ISO 7000	2263	Trencher, side shift lock	iso.org/obp/ui/#iso:grs:7000:2263	https://www.iso.org/obp/graphics/grs/be0d909d-c566-4c73-aef6-31e294765082_	True
2575	False	ISO 7000	2264	Trencher, trench cleaner	iso.org/obp/ui/#iso:grs:7000:2264	https://www.iso.org/obp/graphics/grs/cac80856-21d9-47c0-88c3-8c829230206f_	True
2576	False	ISO 7000	2265	Trencher, trench cleaner, raise	iso.org/obp/ui/#iso:grs:7000:2265	https://www.iso.org/obp/graphics/grs/d682f24f-5937-4a55-b8ba-03520b5c318a_	True
2577	False	ISO 7000	2266	Trencher, trench cleaner, lower	iso.org/obp/ui/#iso:grs:7000:2266	https://www.iso.org/obp/graphics/grs/60364dd9-cd04-4129-a4d0-708855237310_	True
2578	False	ISO 7000	2267	Trencher conveyor	iso.org/obp/ui/#iso:grs:7000:2267	https://www.iso.org/obp/graphics/grs/d2777930-ac6d-4c90-b8cb-0a652bb9fd49_	True
2579	False	ISO 7000	2268	Trencher conveyor, side shift out	iso.org/obp/ui/#iso:grs:7000:2268	https://www.iso.org/obp/graphics/grs/310c714d-2850-4e69-9b93-6e7fd4481ca7_	True
2580	False	ISO 7000	2269	Trencher conveyor, side shift in	iso.org/obp/ui/#iso:grs:7000:2269	https://www.iso.org/obp/graphics/grs/a2e127a0-15f8-46aa-a0be-75c07491f135_	True
2581	False	ISO 7000	2270	Trencher conveyor, left rotation	iso.org/obp/ui/#iso:grs:7000:2270	https://www.iso.org/obp/graphics/grs/8e2b3424-4c48-4236-9dfb-d9464af5c247_	True
2582	False	ISO 7000	2271	Trencher conveyor, right rotation	iso.org/obp/ui/#iso:grs:7000:2271	https://www.iso.org/obp/graphics/grs/ca14fd1b-cdff-4915-9f01-cb4d608c2800_	True
2583	False	ISO 7000	2272	Disc trencher	iso.org/obp/ui/#iso:grs:7000:2272	https://www.iso.org/obp/graphics/grs/dc4644ec-78a6-4494-800e-6970f257a8f5_	True
2584	False	ISO 7000	2273	Disc trencher, raise	iso.org/obp/ui/#iso:grs:7000:2273	https://www.iso.org/obp/graphics/grs/cf6df577-3c21-438e-81ee-20e109e098bb_	True
2585	False	ISO 7000	2274	Disc trencher, lower	iso.org/obp/ui/#iso:grs:7000:2274	https://www.iso.org/obp/graphics/grs/35a6b2ea-b76f-4e28-a0a0-9f8d38ff72dc_	True
2586	False	ISO 7000	2275	Disc trencher, forward rotation	iso.org/obp/ui/#iso:grs:7000:2275	https://www.iso.org/obp/graphics/grs/8b19c44f-69ce-46ad-849b-57b1a50758d0_	True
2587	False	ISO 7000	2276	Disc trencher, rearward rotation	iso.org/obp/ui/#iso:grs:7000:2276	https://www.iso.org/obp/graphics/grs/9ad3995d-c927-4db5-8060-c14e80821863_	True
2588	False	ISO 7000	2277	Disc trencher, disengage	iso.org/obp/ui/#iso:grs:7000:2277	https://www.iso.org/obp/graphics/grs/6f90f2e5-8616-4121-a324-d12bda3a5511_	True
2589	False	ISO 7000	2278	Disc trencher, stabilizer	iso.org/obp/ui/#iso:grs:7000:2278	https://www.iso.org/obp/graphics/grs/54cffa5b-57bc-4db5-8ac8-cc4a5ec4d5ae_	True
2590	False	ISO 7000	2279	Disc trencher, stabilizer, raise	iso.org/obp/ui/#iso:grs:7000:2279	https://www.iso.org/obp/graphics/grs/321ba489-7877-49e3-b79b-06bb95f31634_	True
2591	False	ISO 7000	2280	Disc trencher, stabilizer, lower	iso.org/obp/ui/#iso:grs:7000:2280	https://www.iso.org/obp/graphics/grs/3b2b1b0e-2647-4de8-ae85-e2113dfd50be_	True
2592	False	ISO 7000	2281	Disc trencher, trench cleaner	iso.org/obp/ui/#iso:grs:7000:2281	https://www.iso.org/obp/graphics/grs/279d6d2f-95b0-4e50-96c2-821f4f0dbd9d_	True
2593	False	ISO 7000	2282	Disc trencher, trench cleaner, raise	iso.org/obp/ui/#iso:grs:7000:2282	https://www.iso.org/obp/graphics/grs/02844c95-695b-497a-9bb0-7e5de03cc48f_	True
2594	False	ISO 7000	2283	Disc trencher, trench cleaner, lower	iso.org/obp/ui/#iso:grs:7000:2283	https://www.iso.org/obp/graphics/grs/e7197931-5edc-4388-93a8-1093734742da_	True
2595	False	ISO 7000	2284	Direct burial plough, vertical float	iso.org/obp/ui/#iso:grs:7000:2284	https://www.iso.org/obp/graphics/grs/82b9208f-ca6f-452c-93d4-d8a71a331b67_	True
2596	False	ISO 7000	2285	Direct burial plough, vibrator, engage	iso.org/obp/ui/#iso:grs:7000:2285	https://www.iso.org/obp/graphics/grs/49b54a0d-adc4-444d-970f-65d3851f1d21_	True
2597	False	ISO 7000	2286	Direct burial plough, vibrator, disengage	iso.org/obp/ui/#iso:grs:7000:2286	https://www.iso.org/obp/graphics/grs/9c110bd7-dee0-43b0-86ff-360084c6c9e4_	True
2598	False	ISO 7000	2287	Direct burial plough, swing	iso.org/obp/ui/#iso:grs:7000:2287	https://www.iso.org/obp/graphics/grs/e4ec19cb-259e-46da-8d24-ed97edf63f81_	True
2599	False	ISO 7000	2288	Direct burial plough, swing left	iso.org/obp/ui/#iso:grs:7000:2288	https://www.iso.org/obp/graphics/grs/773078c7-4b92-4c8e-9ef5-27579028da7c_	True
2600	False	ISO 7000	2289	Direct burial plough, swing right	iso.org/obp/ui/#iso:grs:7000:2289	https://www.iso.org/obp/graphics/grs/9a9537bf-4592-4dff-9ca5-8de788d9ca87_	True
2601	False	ISO 7000	2290	Direct burial plough, swing lateral float	iso.org/obp/ui/#iso:grs:7000:2290	https://www.iso.org/obp/graphics/grs/a4be8f7c-013f-4c2b-94fe-bf0bfd55bae2_	True
2602	False	ISO 7000	2291	Direct burial plough, plough blade, steer left	iso.org/obp/ui/#iso:grs:7000:2291	https://www.iso.org/obp/graphics/grs/57e4d2fb-8ed6-4ff7-8371-202573803a4b_	True
2603	False	ISO 7000	2292	Direct burial plough, plough blade, steer right	iso.org/obp/ui/#iso:grs:7000:2292	https://www.iso.org/obp/graphics/grs/8037ef5b-370b-4206-83d2-84eaa4d26cfc_	True
2604	False	ISO 7000	2293	Reel carrier, raise	iso.org/obp/ui/#iso:grs:7000:2293	https://www.iso.org/obp/graphics/grs/23afef3d-e4d6-4bbf-be2e-3a8889988ca5_	True
2605	False	ISO 7000	2294	Reel carrier, lower	iso.org/obp/ui/#iso:grs:7000:2294	https://www.iso.org/obp/graphics/grs/8d9f2041-02d9-4137-a6c9-f117a60fb8ff_	True
2606	False	ISO 7000	2295	Cursor left	iso.org/obp/ui/#iso:grs:7000:2295	https://www.iso.org/obp/graphics/grs/99bb3496-decf-4238-8ebd-85a1be217bcd_	True
2607	False	ISO 7000	2296	Cursor up	iso.org/obp/ui/#iso:grs:7000:2296	https://www.iso.org/obp/graphics/grs/2f553052-1f91-406d-a9e1-544e4a8c44e2_	True
2608	False	ISO 7000	2297	Cursor down	iso.org/obp/ui/#iso:grs:7000:2297	https://www.iso.org/obp/graphics/grs/5d6ff712-6d30-4ad6-8fbf-93cbbb8e1806_	True
2609	False	ISO 7000	2298	Fast cursor left	iso.org/obp/ui/#iso:grs:7000:2298	https://www.iso.org/obp/graphics/grs/1948dde5-9d59-448b-9b58-6f7aa70f6de5_	True
2610	False	ISO 7000	2299	Fast cursor up	iso.org/obp/ui/#iso:grs:7000:2299	https://www.iso.org/obp/graphics/grs/0f46b883-0652-4cbc-9ab3-6759cd0242bc_	True
2611	False	ISO 7000	2300	Fast cursor down	iso.org/obp/ui/#iso:grs:7000:2300	https://www.iso.org/obp/graphics/grs/3538de52-2f1d-43d0-b7fd-b66771efe253_	True
2612	True	ISO 14617-15	2301	Liquid pump	https://www.iso.org/obp/ui/#iso:grs:14617-15:15.10.3.7:2301	https://www.iso.org/obp/graphics/grs/e5fc0d89-b123-4526-8714-467fd91b3fc2_	False
2613	True	ISO 14617-9	2301	Liquid pump	https://www.iso.org/obp/ui/#iso:grs:14617-9:9.4.1.1:2301	https://www.iso.org/obp/graphics/grs/8637be79-e55f-4819-9c5c-91f65cb8dd51_	False
2614	False	ISO 7000	2301	Urgent alert indicator	iso.org/obp/ui/#iso:grs:7000:2301	https://www.iso.org/obp/graphics/grs/cf8bc41b-537f-4660-97e6-8d762068c122_	False
